LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Unadjusted gender wage gap (%),Flag Codes,primary_key
JPN,WAGEGAP,EMPLOYEE,PC,A,2017,24.51809266,,JPN_2017
KOR,WAGEGAP,EMPLOYEE,PC,A,1985,52.77623551,,KOR_1985
KOR,WAGEGAP,EMPLOYEE,PC,A,1992,46.96548718,,KOR_1992
KOR,WAGEGAP,EMPLOYEE,PC,A,1993,47.26031779,,KOR_1993
KOR,WAGEGAP,EMPLOYEE,PC,A,1994,45.50637632,,KOR_1994
KOR,WAGEGAP,EMPLOYEE,PC,A,1995,44.18220588,,KOR_1995
KOR,WAGEGAP,EMPLOYEE,PC,A,1996,43.28277957,,KOR_1996
KOR,WAGEGAP,EMPLOYEE,PC,A,1997,42.21548579,,KOR_1997
KOR,WAGEGAP,EMPLOYEE,PC,A,1998,42.02184197,,KOR_1998
KOR,WAGEGAP,EMPLOYEE,PC,A,1999,41.80339811,,KOR_1999
KOR,WAGEGAP,EMPLOYEE,PC,A,2000,41.65435244,,KOR_2000
KOR,WAGEGAP,EMPLOYEE,PC,A,2001,40.41614049,,KOR_2001
KOR,WAGEGAP,EMPLOYEE,PC,A,2002,41.02851279,,KOR_2002
KOR,WAGEGAP,EMPLOYEE,PC,A,2003,40.08315463,,KOR_2003
KOR,WAGEGAP,EMPLOYEE,PC,A,2004,39.62354825,,KOR_2004
KOR,WAGEGAP,EMPLOYEE,PC,A,2005,39.61663236,,KOR_2005
KOR,WAGEGAP,EMPLOYEE,PC,A,2006,39.77414431,,KOR_2006
KOR,WAGEGAP,EMPLOYEE,PC,A,2007,38.16206428,,KOR_2007
KOR,WAGEGAP,EMPLOYEE,PC,A,2008,39.03744173,,KOR_2008
KOR,WAGEGAP,EMPLOYEE,PC,A,2009,38.6146827,,KOR_2009
KOR,WAGEGAP,EMPLOYEE,PC,A,2010,39.60585734,,KOR_2010
KOR,WAGEGAP,EMPLOYEE,PC,A,2011,36.5642295,,KOR_2011
KOR,WAGEGAP,EMPLOYEE,PC,A,2012,36.29852997,,KOR_2012
KOR,WAGEGAP,EMPLOYEE,PC,A,2013,36.59963437,,KOR_2013
KOR,WAGEGAP,EMPLOYEE,PC,A,2014,36.65317614,,KOR_2014
KOR,WAGEGAP,EMPLOYEE,PC,A,2015,37.17628175,,KOR_2015
KOR,WAGEGAP,EMPLOYEE,PC,A,2016,36.66666667,,KOR_2016
KOR,WAGEGAP,EMPLOYEE,PC,A,2017,34.61738256,,KOR_2017
KOR,WAGEGAP,EMPLOYEE,PC,A,2018,34.10731095,,KOR_2018
LUX,WAGEGAP,EMPLOYEE,PC,A,2002,15.08852964,,LUX_2002
LUX,WAGEGAP,EMPLOYEE,PC,A,2006,7.668067227,,LUX_2006
LUX,WAGEGAP,EMPLOYEE,PC,A,2010,4.592164419,,LUX_2010
LUX,WAGEGAP,EMPLOYEE,PC,A,2014,3.402916786,,LUX_2014
MEX,WAGEGAP,EMPLOYEE,PC,A,2005,16.66666667,,MEX_2005
MEX,WAGEGAP,EMPLOYEE,PC,A,2006,18.60465116,,MEX_2006
MEX,WAGEGAP,EMPLOYEE,PC,A,2007,12.5,,MEX_2007
MEX,WAGEGAP,EMPLOYEE,PC,A,2008,22.22222222,,MEX_2008
MEX,WAGEGAP,EMPLOYEE,PC,A,2009,16.66666667,,MEX_2009
MEX,WAGEGAP,EMPLOYEE,PC,A,2010,11.62790698,,MEX_2010
MEX,WAGEGAP,EMPLOYEE,PC,A,2011,10,,MEX_2011
MEX,WAGEGAP,EMPLOYEE,PC,A,2012,13.55555556,,MEX_2012
MEX,WAGEGAP,EMPLOYEE,PC,A,2013,15.43340381,,MEX_2013
MEX,WAGEGAP,EMPLOYEE,PC,A,2014,18.3,,MEX_2014
MEX,WAGEGAP,EMPLOYEE,PC,A,2015,16.66666667,,MEX_2015
MEX,WAGEGAP,EMPLOYEE,PC,A,2016,16.49224806,,MEX_2016
MEX,WAGEGAP,EMPLOYEE,PC,A,2017,11.11111111,,MEX_2017
MEX,WAGEGAP,EMPLOYEE,PC,A,2018,14,,MEX_2018
NLD,WAGEGAP,EMPLOYEE,PC,A,2002,16.05038602,,NLD_2002
NLD,WAGEGAP,EMPLOYEE,PC,A,2006,16.00806452,,NLD_2006
NLD,WAGEGAP,EMPLOYEE,PC,A,2010,17.88914703,,NLD_2010
NLD,WAGEGAP,EMPLOYEE,PC,A,2014,14.11468179,,NLD_2014
NZL,WAGEGAP,EMPLOYEE,PC,A,1984,21.474652,,NZL_1984
NZL,WAGEGAP,EMPLOYEE,PC,A,1986,23.01499874,,NZL_1986
NZL,WAGEGAP,EMPLOYEE,PC,A,1988,20.28923374,,NZL_1988
NZL,WAGEGAP,EMPLOYEE,PC,A,1990,17.11112352,,NZL_1990
NZL,WAGEGAP,EMPLOYEE,PC,A,1992,15.57156471,,NZL_1992
NZL,WAGEGAP,EMPLOYEE,PC,A,1994,13.30243244,,NZL_1994
NZL,WAGEGAP,EMPLOYEE,PC,A,1995,13.68282986,,NZL_1995
NZL,WAGEGAP,EMPLOYEE,PC,A,1996,20.39488599,,NZL_1996
NZL,WAGEGAP,EMPLOYEE,PC,A,1997,12.70949716,,NZL_1997
NZL,WAGEGAP,EMPLOYEE,PC,A,1998,11.4,,NZL_1998
NZL,WAGEGAP,EMPLOYEE,PC,A,1999,8.333333333,,NZL_1999
NZL,WAGEGAP,EMPLOYEE,PC,A,2000,7.166556072,,NZL_2000
NZL,WAGEGAP,EMPLOYEE,PC,A,2001,8.056265985,,NZL_2001
NZL,WAGEGAP,EMPLOYEE,PC,A,2002,7.3125,,NZL_2002
NZL,WAGEGAP,EMPLOYEE,PC,A,2003,7.692307692,,NZL_2003
NZL,WAGEGAP,EMPLOYEE,PC,A,2004,8.076699593,,NZL_2004
NZL,WAGEGAP,EMPLOYEE,PC,A,2005,9.611111111,,NZL_2005
NZL,WAGEGAP,EMPLOYEE,PC,A,2006,9.333333333,,NZL_2006
NZL,WAGEGAP,EMPLOYEE,PC,A,2007,7.142857143,,NZL_2007
NZL,WAGEGAP,EMPLOYEE,PC,A,2008,8.053691275,,NZL_2008
NZL,WAGEGAP,EMPLOYEE,PC,A,2009,8.759124088,,NZL_2009
NZL,WAGEGAP,EMPLOYEE,PC,A,2010,7.011235955,,NZL_2010
NZL,WAGEGAP,EMPLOYEE,PC,A,2011,4.533333333,,NZL_2011
NZL,WAGEGAP,EMPLOYEE,PC,A,2012,5.907906169,,NZL_2012
NZL,WAGEGAP,EMPLOYEE,PC,A,2013,6.594323873,,NZL_2013
NZL,WAGEGAP,EMPLOYEE,PC,A,2014,6.083333333,,NZL_2014
NZL,WAGEGAP,EMPLOYEE,PC,A,2015,7.92,,NZL_2015
NZL,WAGEGAP,EMPLOYEE,PC,A,2016,7.769230769,,NZL_2016
NZL,WAGEGAP,EMPLOYEE,PC,A,2017,7.150837989,,NZL_2017
NZL,WAGEGAP,EMPLOYEE,PC,A,2018,7.869692533,,NZL_2018
NOR,WAGEGAP,EMPLOYEE,PC,A,1997,10.06647168,,NOR_1997
NOR,WAGEGAP,EMPLOYEE,PC,A,1998,10.08034702,,NOR_1998
NOR,WAGEGAP,EMPLOYEE,PC,A,1999,10.14072454,,NOR_1999
NOR,WAGEGAP,EMPLOYEE,PC,A,2000,10.18854242,,NOR_2000
NOR,WAGEGAP,EMPLOYEE,PC,A,2001,10.74286708,,NOR_2001
NOR,WAGEGAP,EMPLOYEE,PC,A,2002,10.68187393,,NOR_2002
NOR,WAGEGAP,EMPLOYEE,PC,A,2003,10.21170116,,NOR_2003
NOR,WAGEGAP,EMPLOYEE,PC,A,2004,9.70579198,,NOR_2004
NOR,WAGEGAP,EMPLOYEE,PC,A,2005,9.388516033,,NOR_2005
NOR,WAGEGAP,EMPLOYEE,PC,A,2006,9.162434733,,NOR_2006
NOR,WAGEGAP,EMPLOYEE,PC,A,2007,9.831148259,,NOR_2007
NOR,WAGEGAP,EMPLOYEE,PC,A,2008,9.23566879,,NOR_2008
NOR,WAGEGAP,EMPLOYEE,PC,A,2009,8.66873065,,NOR_2009
NOR,WAGEGAP,EMPLOYEE,PC,A,2010,8.059701493,,NOR_2010
NOR,WAGEGAP,EMPLOYEE,PC,A,2011,7.780979827,,NOR_2011
NOR,WAGEGAP,EMPLOYEE,PC,A,2012,6.406685237,,NOR_2012
NOR,WAGEGAP,EMPLOYEE,PC,A,2013,7.008086253,,NOR_2013
NOR,WAGEGAP,EMPLOYEE,PC,A,2014,6.282722513,,NOR_2014
NOR,WAGEGAP,EMPLOYEE,PC,A,2015,7.124681934,,NOR_2015
POL,WAGEGAP,EMPLOYEE,PC,A,1991,20.14881718,,POL_1991
POL,WAGEGAP,EMPLOYEE,PC,A,1992,17.24770506,,POL_1992
POL,WAGEGAP,EMPLOYEE,PC,A,1993,20.02866825,,POL_1993
POL,WAGEGAP,EMPLOYEE,PC,A,1994,18.85394398,,POL_1994
POL,WAGEGAP,EMPLOYEE,PC,A,1995,20.10461352,,POL_1995
POL,WAGEGAP,EMPLOYEE,PC,A,1996,20.46569513,,POL_1996
POL,WAGEGAP,EMPLOYEE,PC,A,1997,18.56877152,,POL_1997
POL,WAGEGAP,EMPLOYEE,PC,A,1998,19.1076226,,POL_1998
POL,WAGEGAP,EMPLOYEE,PC,A,1999,17.55932069,,POL_1999
POL,WAGEGAP,EMPLOYEE,PC,A,2001,14.29974246,,POL_2001
POL,WAGEGAP,EMPLOYEE,PC,A,2002,11.31595541,,POL_2002
POL,WAGEGAP,EMPLOYEE,PC,A,2004,10.63884891,,POL_2004
POL,WAGEGAP,EMPLOYEE,PC,A,2006,11.44042048,,POL_2006
POL,WAGEGAP,EMPLOYEE,PC,A,2008,12.99382224,,POL_2008
POL,WAGEGAP,EMPLOYEE,PC,A,2010,7.190207044,,POL_2010
POL,WAGEGAP,EMPLOYEE,PC,A,2012,10.62015527,,POL_2012
POL,WAGEGAP,EMPLOYEE,PC,A,2014,11.07286288,,POL_2014
POL,WAGEGAP,EMPLOYEE,PC,A,2016,9.417880936,,POL_2016
PRT,WAGEGAP,EMPLOYEE,PC,A,2004,13.03030352,,PRT_2004
PRT,WAGEGAP,EMPLOYEE,PC,A,2005,15.9663881,,PRT_2005
PRT,WAGEGAP,EMPLOYEE,PC,A,2006,14.3548395,,PRT_2006
PRT,WAGEGAP,EMPLOYEE,PC,A,2007,15.27777972,,PRT_2007
PRT,WAGEGAP,EMPLOYEE,PC,A,2008,15.63548277,,PRT_2008
PRT,WAGEGAP,EMPLOYEE,PC,A,2009,13.79250058,,PRT_2009
PRT,WAGEGAP,EMPLOYEE,PC,A,2010,13.45086773,,PRT_2010
PRT,WAGEGAP,EMPLOYEE,PC,A,2011,15.24812255,,PRT_2011
PRT,WAGEGAP,EMPLOYEE,PC,A,2012,16.3154649,,PRT_2012
PRT,WAGEGAP,EMPLOYEE,PC,A,2013,16.66666667,,PRT_2013
PRT,WAGEGAP,EMPLOYEE,PC,A,2014,18.87969014,,PRT_2014
PRT,WAGEGAP,EMPLOYEE,PC,A,2015,18.9170164,,PRT_2015
PRT,WAGEGAP,EMPLOYEE,PC,A,2016,14.31314608,,PRT_2016
PRT,WAGEGAP,EMPLOYEE,PC,A,2017,14.77351071,,PRT_2017
SVK,WAGEGAP,EMPLOYEE,PC,A,2002,20.35516093,,SVK_2002
SVK,WAGEGAP,EMPLOYEE,PC,A,2003,20.68965517,,SVK_2003
SVK,WAGEGAP,EMPLOYEE,PC,A,2004,20.88376561,,SVK_2004
SVK,WAGEGAP,EMPLOYEE,PC,A,2005,20.09925558,,SVK_2005
SVK,WAGEGAP,EMPLOYEE,PC,A,2006,17.80276817,,SVK_2006
SVK,WAGEGAP,EMPLOYEE,PC,A,2007,17.52170482,,SVK_2007
SVK,WAGEGAP,EMPLOYEE,PC,A,2008,16.44476957,,SVK_2008
SVK,WAGEGAP,EMPLOYEE,PC,A,2009,16.43272126,,SVK_2009
SVK,WAGEGAP,EMPLOYEE,PC,A,2010,14.85111765,,SVK_2010
SVK,WAGEGAP,EMPLOYEE,PC,A,2011,15.44985643,,SVK_2011
SVK,WAGEGAP,EMPLOYEE,PC,A,2012,15.96526916,,SVK_2012
SVK,WAGEGAP,EMPLOYEE,PC,A,2013,14.10932976,,SVK_2013
SVK,WAGEGAP,EMPLOYEE,PC,A,2014,14.35004753,,SVK_2014
SVK,WAGEGAP,EMPLOYEE,PC,A,2015,13.37662489,,SVK_2015
SVK,WAGEGAP,EMPLOYEE,PC,A,2016,13.89918214,,SVK_2016
SVK,WAGEGAP,EMPLOYEE,PC,A,2017,15.04004233,,SVK_2017
SVK,WAGEGAP,EMPLOYEE,PC,A,2018,15.66208013,,SVK_2018
ESP,WAGEGAP,EMPLOYEE,PC,A,2002,17.16196137,,ESP_2002
ESP,WAGEGAP,EMPLOYEE,PC,A,2006,13.53333333,,ESP_2006
ESP,WAGEGAP,EMPLOYEE,PC,A,2010,13.50446429,,ESP_2010
ESP,WAGEGAP,EMPLOYEE,PC,A,2014,11.54049762,,ESP_2014
SWE,WAGEGAP,EMPLOYEE,PC,A,1995,9.677419355,,SWE_1995
SWE,WAGEGAP,EMPLOYEE,PC,A,1996,11.51515152,,SWE_1996
SWE,WAGEGAP,EMPLOYEE,PC,A,1997,11.56069364,,SWE_1997
SWE,WAGEGAP,EMPLOYEE,PC,A,1998,12.77777778,,SWE_1998
SWE,WAGEGAP,EMPLOYEE,PC,A,1999,11.82795699,,SWE_1999
SWE,WAGEGAP,EMPLOYEE,PC,A,2000,12.37113402,,SWE_2000
SWE,WAGEGAP,EMPLOYEE,PC,A,2001,12.37623762,,SWE_2001
SWE,WAGEGAP,EMPLOYEE,PC,A,2002,11.90476191,,SWE_2002
SWE,WAGEGAP,EMPLOYEE,PC,A,2003,11.52073733,,SWE_2003
SWE,WAGEGAP,EMPLOYEE,PC,A,2004,10.76233184,,SWE_2004
SWE,WAGEGAP,EMPLOYEE,PC,A,2005,11.30434783,,SWE_2005
SWE,WAGEGAP,EMPLOYEE,PC,A,2006,11.01694915,,SWE_2006
SWE,WAGEGAP,EMPLOYEE,PC,A,2007,11.83673469,,SWE_2007
SWE,WAGEGAP,EMPLOYEE,PC,A,2008,10.58823529,,SWE_2008
SWE,WAGEGAP,EMPLOYEE,PC,A,2009,9.541984733,,SWE_2009
SWE,WAGEGAP,EMPLOYEE,PC,A,2010,9.36329588,,SWE_2010
SWE,WAGEGAP,EMPLOYEE,PC,A,2011,9.157509158,,SWE_2011
SWE,WAGEGAP,EMPLOYEE,PC,A,2012,9.285714286,,SWE_2012
SWE,WAGEGAP,EMPLOYEE,PC,A,2013,9.375,,SWE_2013
SWE,WAGEGAP,EMPLOYEE,PC,A,2014,9.152542373,,SWE_2014
SWE,WAGEGAP,EMPLOYEE,PC,A,2015,8.333333333,,SWE_2015
SWE,WAGEGAP,EMPLOYEE,PC,A,2016,8.169934641,,SWE_2016
SWE,WAGEGAP,EMPLOYEE,PC,A,2017,7.348242812,,SWE_2017
SWE,WAGEGAP,EMPLOYEE,PC,A,2018,7.142857143,,SWE_2018
CHE,WAGEGAP,EMPLOYEE,PC,A,1996,25.47202797,,CHE_1996
CHE,WAGEGAP,EMPLOYEE,PC,A,1998,24.12242781,,CHE_1998
CHE,WAGEGAP,EMPLOYEE,PC,A,2000,23.78714118,,CHE_2000
CHE,WAGEGAP,EMPLOYEE,PC,A,2002,22.80161943,,CHE_2002
CHE,WAGEGAP,EMPLOYEE,PC,A,2004,22.012478,,CHE_2004
CHE,WAGEGAP,EMPLOYEE,PC,A,2006,21.31813213,,CHE_2006
CHE,WAGEGAP,EMPLOYEE,PC,A,2008,21.30750605,,CHE_2008
CHE,WAGEGAP,EMPLOYEE,PC,A,2010,20.05359536,,CHE_2010
CHE,WAGEGAP,EMPLOYEE,PC,A,2012,19.34352644,,CHE_2012
CHE,WAGEGAP,EMPLOYEE,PC,A,2014,16.94074284,,CHE_2014
CHE,WAGEGAP,EMPLOYEE,PC,A,2016,14.76237207,,CHE_2016
TUR,WAGEGAP,EMPLOYEE,PC,A,2006,3.206997085,,TUR_2006
TUR,WAGEGAP,EMPLOYEE,PC,A,2010,3.10421286,,TUR_2010
TUR,WAGEGAP,EMPLOYEE,PC,A,2014,6.882591093,,TUR_2014
GBR,WAGEGAP,EMPLOYEE,PC,A,1970,47.57803918,,GBR_1970
GBR,WAGEGAP,EMPLOYEE,PC,A,1971,45.52742185,,GBR_1971
GBR,WAGEGAP,EMPLOYEE,PC,A,1972,45.67779473,,GBR_1972
GBR,WAGEGAP,EMPLOYEE,PC,A,1973,46.37872641,,GBR_1973
GBR,WAGEGAP,EMPLOYEE,PC,A,1974,44.42223433,,GBR_1974
GBR,WAGEGAP,EMPLOYEE,PC,A,1975,39.85541472,,GBR_1975
GBR,WAGEGAP,EMPLOYEE,PC,A,1976,36.55030194,,GBR_1976
GBR,WAGEGAP,EMPLOYEE,PC,A,1977,35.78836762,,GBR_1977
GBR,WAGEGAP,EMPLOYEE,PC,A,1978,37.47486876,,GBR_1978
GBR,WAGEGAP,EMPLOYEE,PC,A,1979,38.29523952,,GBR_1979
GBR,WAGEGAP,EMPLOYEE,PC,A,1980,36.68858597,,GBR_1980
GBR,WAGEGAP,EMPLOYEE,PC,A,1981,35.4268123,,GBR_1981
GBR,WAGEGAP,EMPLOYEE,PC,A,1982,35.65961949,,GBR_1982
GBR,WAGEGAP,EMPLOYEE,PC,A,1983,34.56728192,,GBR_1983
GBR,WAGEGAP,EMPLOYEE,PC,A,1984,35.08152659,,GBR_1984
GBR,WAGEGAP,EMPLOYEE,PC,A,1985,35.12011437,,GBR_1985
GBR,WAGEGAP,EMPLOYEE,PC,A,1986,34.93850632,,GBR_1986
GBR,WAGEGAP,EMPLOYEE,PC,A,1987,34.51295439,,GBR_1987
GBR,WAGEGAP,EMPLOYEE,PC,A,1988,34.04572949,,GBR_1988
GBR,WAGEGAP,EMPLOYEE,PC,A,1989,33.73065917,,GBR_1989
GBR,WAGEGAP,EMPLOYEE,PC,A,1990,32.74495595,,GBR_1990
GBR,WAGEGAP,EMPLOYEE,PC,A,1991,31.07547805,,GBR_1991
GBR,WAGEGAP,EMPLOYEE,PC,A,1992,29.9466794,,GBR_1992
GBR,WAGEGAP,EMPLOYEE,PC,A,1993,28.71901926,,GBR_1993
GBR,WAGEGAP,EMPLOYEE,PC,A,1994,28.07971854,,GBR_1994
GBR,WAGEGAP,EMPLOYEE,PC,A,1995,28.19283491,,GBR_1995
GBR,WAGEGAP,EMPLOYEE,PC,A,1996,27.21841089,,GBR_1996
GBR,WAGEGAP,EMPLOYEE,PC,A,1997,26.91907015,,GBR_1997
GBR,WAGEGAP,EMPLOYEE,PC,A,1998,27.03529422,,GBR_1998
GBR,WAGEGAP,EMPLOYEE,PC,A,1999,26.08972842,,GBR_1999
GBR,WAGEGAP,EMPLOYEE,PC,A,2000,26.28031383,,GBR_2000
GBR,WAGEGAP,EMPLOYEE,PC,A,2001,25.6396459,,GBR_2001
GBR,WAGEGAP,EMPLOYEE,PC,A,2002,24.37909944,,GBR_2002
GBR,WAGEGAP,EMPLOYEE,PC,A,2003,24.12446709,,GBR_2003
GBR,WAGEGAP,EMPLOYEE,PC,A,2004,23.35874097,,GBR_2004
GBR,WAGEGAP,EMPLOYEE,PC,A,2005,22.0639582,,GBR_2005
GBR,WAGEGAP,EMPLOYEE,PC,A,2006,21.71808402,,GBR_2006
GBR,WAGEGAP,EMPLOYEE,PC,A,2007,21.63478071,,GBR_2007
GBR,WAGEGAP,EMPLOYEE,PC,A,2008,21.85786911,,GBR_2008
GBR,WAGEGAP,EMPLOYEE,PC,A,2009,20.68629595,,GBR_2009
GBR,WAGEGAP,EMPLOYEE,PC,A,2010,19.23143692,,GBR_2010
GBR,WAGEGAP,EMPLOYEE,PC,A,2011,18.2460052,,GBR_2011
GBR,WAGEGAP,EMPLOYEE,PC,A,2012,17.78388278,,GBR_2012
GBR,WAGEGAP,EMPLOYEE,PC,A,2013,17.48201439,,GBR_2013
GBR,WAGEGAP,EMPLOYEE,PC,A,2014,17.38274257,,GBR_2014
GBR,WAGEGAP,EMPLOYEE,PC,A,2015,17.10155148,,GBR_2015
GBR,WAGEGAP,EMPLOYEE,PC,A,2016,16.7965368,,GBR_2016
GBR,WAGEGAP,EMPLOYEE,PC,A,2017,16.53410053,,GBR_2017
GBR,WAGEGAP,EMPLOYEE,PC,A,2018,16.40394089,,GBR_2018
USA,WAGEGAP,EMPLOYEE,PC,A,1973,38.1104034,,USA_1973
USA,WAGEGAP,EMPLOYEE,PC,A,1974,39.10068426,,USA_1974
USA,WAGEGAP,EMPLOYEE,PC,A,1975,37.63003166,,USA_1975
USA,WAGEGAP,EMPLOYEE,PC,A,1976,37.7559727,,USA_1976
USA,WAGEGAP,EMPLOYEE,PC,A,1977,38.22485207,,USA_1977
USA,WAGEGAP,EMPLOYEE,PC,A,1978,38.97247706,,USA_1978
USA,WAGEGAP,EMPLOYEE,PC,A,1979,37.64195057,,USA_1979
USA,WAGEGAP,EMPLOYEE,PC,A,1980,36.55215104,,USA_1980
USA,WAGEGAP,EMPLOYEE,PC,A,1981,35.17400058,,USA_1981
USA,WAGEGAP,EMPLOYEE,PC,A,1982,34.72409152,,USA_1982
USA,WAGEGAP,EMPLOYEE,PC,A,1983,34.28645028,,USA_1983
USA,WAGEGAP,EMPLOYEE,PC,A,1984,33.43217198,,USA_1984
USA,WAGEGAP,EMPLOYEE,PC,A,1985,32.9782197,,USA_1985
USA,WAGEGAP,EMPLOYEE,PC,A,1986,32.19021491,,USA_1986
USA,WAGEGAP,EMPLOYEE,PC,A,1987,31.02222222,,USA_1987
USA,WAGEGAP,EMPLOYEE,PC,A,1988,30.06917423,,USA_1988
USA,WAGEGAP,EMPLOYEE,PC,A,1989,29.36357908,,USA_1989
USA,WAGEGAP,EMPLOYEE,PC,A,1990,28.45544956,,USA_1990
USA,WAGEGAP,EMPLOYEE,PC,A,1991,26.57109191,,USA_1991
USA,WAGEGAP,EMPLOYEE,PC,A,1992,25.05773672,,USA_1992
USA,WAGEGAP,EMPLOYEE,PC,A,1993,23.87640449,,USA_1993
USA,WAGEGAP,EMPLOYEE,PC,A,1994,23.88451444,,USA_1994
USA,WAGEGAP,EMPLOYEE,PC,A,1995,24.57998539,,USA_1995
USA,WAGEGAP,EMPLOYEE,PC,A,1996,23.82394868,,USA_1996
USA,WAGEGAP,EMPLOYEE,PC,A,1997,23.78649162,,USA_1997
USA,WAGEGAP,EMPLOYEE,PC,A,1998,23.7458194,,USA_1998
USA,WAGEGAP,EMPLOYEE,PC,A,1999,23.46278317,,USA_1999
USA,WAGEGAP,EMPLOYEE,PC,A,2000,23.08892356,,USA_2000
USA,WAGEGAP,EMPLOYEE,PC,A,2001,23.58208955,,USA_2001
USA,WAGEGAP,EMPLOYEE,PC,A,2002,22.09131075,,USA_2002
USA,WAGEGAP,EMPLOYEE,PC,A,2003,20.57553957,,USA_2003
USA,WAGEGAP,EMPLOYEE,PC,A,2004,19.63534362,,USA_2004
USA,WAGEGAP,EMPLOYEE,PC,A,2005,18.97506925,,USA_2005
USA,WAGEGAP,EMPLOYEE,PC,A,2006,19.24629879,,USA_2006
USA,WAGEGAP,EMPLOYEE,PC,A,2007,19.84334204,,USA_2007
USA,WAGEGAP,EMPLOYEE,PC,A,2008,20.05012531,,USA_2008
USA,WAGEGAP,EMPLOYEE,PC,A,2009,19.78021978,,USA_2009
USA,WAGEGAP,EMPLOYEE,PC,A,2010,18.81067961,,USA_2010
USA,WAGEGAP,EMPLOYEE,PC,A,2011,17.78846154,,USA_2011
USA,WAGEGAP,EMPLOYEE,PC,A,2012,19.08665105,,USA_2012
USA,WAGEGAP,EMPLOYEE,PC,A,2013,17.90697674,,USA_2013
USA,WAGEGAP,EMPLOYEE,PC,A,2014,17.45120551,,USA_2014
USA,WAGEGAP,EMPLOYEE,PC,A,2015,18.88268156,,USA_2015
USA,WAGEGAP,EMPLOYEE,PC,A,2016,18.1420765,,USA_2016
USA,WAGEGAP,EMPLOYEE,PC,A,2017,18.17215728,,USA_2017
USA,WAGEGAP,EMPLOYEE,PC,A,2018,18.91058582,,USA_2018
BGR,WAGEGAP,EMPLOYEE,PC,A,2002,13.09560644,,BGR_2002
BGR,WAGEGAP,EMPLOYEE,PC,A,2006,1.379310345,,BGR_2006
BGR,WAGEGAP,EMPLOYEE,PC,A,2010,6.934306569,,BGR_2010
BGR,WAGEGAP,EMPLOYEE,PC,A,2014,4.0625,,BGR_2014
CHL,WAGEGAP,EMPLOYEE,PC,A,1998,14.28571429,,CHL_1998
CHL,WAGEGAP,EMPLOYEE,PC,A,2000,6.0729,,CHL_2000
CHL,WAGEGAP,EMPLOYEE,PC,A,2003,1.683183892,,CHL_2003
CHL,WAGEGAP,EMPLOYEE,PC,A,2006,5.555555556,,CHL_2006
CHL,WAGEGAP,EMPLOYEE,PC,A,2009,9.090909091,,CHL_2009
CHL,WAGEGAP,EMPLOYEE,PC,A,2011,16,,CHL_2011
CHL,WAGEGAP,EMPLOYEE,PC,A,2013,10.66666667,,CHL_2013
CHL,WAGEGAP,EMPLOYEE,PC,A,2015,14.28571429,,CHL_2015
CHL,WAGEGAP,EMPLOYEE,PC,A,2017,12.5,,CHL_2017
COL,WAGEGAP,EMPLOYEE,PC,A,2007,1.339317018,,COL_2007
COL,WAGEGAP,EMPLOYEE,PC,A,2008,1.739690722,,COL_2008
COL,WAGEGAP,EMPLOYEE,PC,A,2009,3.384675171,,COL_2009
COL,WAGEGAP,EMPLOYEE,PC,A,2010,6.430555556,,COL_2010
COL,WAGEGAP,EMPLOYEE,PC,A,2011,3.534808419,,COL_2011
COL,WAGEGAP,EMPLOYEE,PC,A,2012,8.197946776,,COL_2012
COL,WAGEGAP,EMPLOYEE,PC,A,2013,7.142857143,,COL_2013
COL,WAGEGAP,EMPLOYEE,PC,A,2014,9.6,,COL_2014
COL,WAGEGAP,EMPLOYEE,PC,A,2015,11.14171573,,COL_2015
COL,WAGEGAP,EMPLOYEE,PC,A,2016,7.091750669,,COL_2016
COL,WAGEGAP,EMPLOYEE,PC,A,2017,7.692307692,,COL_2017
COL,WAGEGAP,EMPLOYEE,PC,A,2018,5.787925926,,COL_2018
CRI,WAGEGAP,EMPLOYEE,PC,A,2010,0,,CRI_2010
CRI,WAGEGAP,EMPLOYEE,PC,A,2011,4.630681818,,CRI_2011
CRI,WAGEGAP,EMPLOYEE,PC,A,2012,0.552486188,,CRI_2012
CRI,WAGEGAP,EMPLOYEE,PC,A,2013,0,,CRI_2013
CRI,WAGEGAP,EMPLOYEE,PC,A,2014,5.149700599,,CRI_2014
CRI,WAGEGAP,EMPLOYEE,PC,A,2015,3.703703704,,CRI_2015
CRI,WAGEGAP,EMPLOYEE,PC,A,2016,1.785714286,,CRI_2016
CRI,WAGEGAP,EMPLOYEE,PC,A,2017,2.967032967,,CRI_2017
CRI,WAGEGAP,EMPLOYEE,PC,A,2018,4.725274725,,CRI_2018
HRV,WAGEGAP,EMPLOYEE,PC,A,2010,3.832335329,,HRV_2010
CYP,WAGEGAP,EMPLOYEE,PC,A,2002,31.39994632,,CYP_2002
CYP,WAGEGAP,EMPLOYEE,PC,A,2006,30.26689381,,CYP_2006
CYP,WAGEGAP,EMPLOYEE,PC,A,2010,24.60099064,,CYP_2010
CYP,WAGEGAP,EMPLOYEE,PC,A,2014,13.40923466,,CYP_2014
EST,WAGEGAP,EMPLOYEE,PC,A,2002,25.00065194,,EST_2002
EST,WAGEGAP,EMPLOYEE,PC,A,2006,29.6875,,EST_2006
EST,WAGEGAP,EMPLOYEE,PC,A,2010,27.79783394,,EST_2010
