LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Unadjusted gender wage gap (%),Flag Codes,primary_key,primary_key,position,actual_gap_orig,actual_gap,test,
DEU,WAGEGAP,EMPLOYEE,PC,A,2005,16.82621502,,DEU_2005,,3,16.34756996,0.1634757,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2006,15.93567252,,DEU_2006,,3,18.12865497,0.18128655,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2007,16.64222874,,DEU_2007,,3,16.71554252,0.167155425,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2008,16.63124102,,DEU_2008,,3,16.73751796,0.16737518,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2009,16.73789174,,DEU_2009,,3,16.52421652,0.165242165,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2010,16.65264221,,DEU_2010,,3,16.69471558,0.166947156,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2011,16.52777778,,DEU_2011,,3,16.94444444,0.169444444,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2012,17.17687075,,DEU_2012,,3,15.6462585,0.156462585,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2013,17.95342466,,DEU_2013,,3,14.09315069,0.140931507,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2014,16.40625,,DEU_2014,,3,17.1875,0.171875,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2015,17.09183674,,DEU_2015,,3,15.81632653,0.158163265,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2016,17.24464061,,DEU_2016,,3,15.51071879,0.155107188,,
DEU,WAGEGAP,EMPLOYEE,PC,A,2017,16.90476191,,DEU_2017,,3,16.19047619,0.161904762,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2004,18.06220085,,GRC_2004,,3,13.8755983,0.138755983,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2005,16.66666716,,GRC_2005,,3,16.66666569,0.166666657,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2006,19.06068526,,GRC_2006,,3,11.87862949,0.118786295,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2007,19.18547532,,GRC_2007,,3,11.62904936,0.116290494,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2008,20.23811421,,GRC_2008,,3,9.523771574,0.095237716,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2009,20.20641713,,GRC_2009,,3,9.587165735,0.095871657,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2010,18.91357981,,GRC_2010,,3,12.17284039,0.121728404,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2011,19.64285715,,GRC_2011,,3,10.71428571,0.107142857,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2012,21.57359863,,GRC_2012,,3,6.852802734,0.068528027,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2013,19.36313435,,GRC_2013,,3,11.2737313,0.112737313,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2014,20.45454545,,GRC_2014,,3,9.090909091,0.090909091,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2015,21.875,,GRC_2015,,3,6.25,0.0625,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2016,22.75686027,,GRC_2016,,3,4.486279454,0.044862795,,
GRC,WAGEGAP,EMPLOYEE,PC,A,2017,22.75686027,,GRC_2017,,3,4.486279454,0.044862795,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1989,12.01001029,,HUN_1989,,3,25.97997942,0.259799794,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1992,16.30445364,,HUN_1992,,3,17.39109272,0.173910927,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1993,21.02568553,,HUN_1993,,3,7.948628948,0.079486289,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1994,17.40947298,,HUN_1994,,3,15.18105405,0.151810541,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1995,17.12299916,,HUN_1995,,3,15.75400169,0.157540017,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1996,16.11232538,,HUN_1996,,3,17.77534924,0.177753492,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1998,17.16405357,,HUN_1998,,3,15.67189287,0.156718929,,
HUN,WAGEGAP,EMPLOYEE,PC,A,1999,17.34938443,,HUN_1999,,3,15.30123115,0.153012312,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2000,17.95061598,,HUN_2000,,3,14.09876804,0.14098768,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2001,18.15510926,,HUN_2001,,3,13.68978149,0.136897815,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2002,20.43514385,,HUN_2002,,3,9.129712294,0.091297123,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2003,24.26199776,,HUN_2003,,3,1.47600449,0.014760045,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2004,23.48281312,,HUN_2004,,3,3.034373765,0.030343738,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2005,22.98923671,,HUN_2005,,3,4.021526574,0.040215266,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2006,24.80780648,,HUN_2006,,3,0.384387036,0.00384387,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2007,23.17594694,,HUN_2007,,3,3.648106127,0.036481061,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2008,23.88967277,,HUN_2008,,3,2.22065446,0.022206545,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2009,23.06195597,,HUN_2009,,3,3.87608807,0.038760881,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2010,21.80914387,,HUN_2010,,3,6.381712252,0.063817123,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2011,21.56804734,,HUN_2011,,3,6.863905325,0.068639053,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2012,19.33376878,,HUN_2012,,3,11.33246244,0.113324624,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2013,20.63817468,,HUN_2013,,3,8.723650635,0.087236506,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2014,23.11369724,,HUN_2014,,3,3.772605527,0.037726055,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2015,20.23809524,,HUN_2015,,3,9.523809524,0.095238095,,
HUN,WAGEGAP,EMPLOYEE,PC,A,2016,20.31784141,,HUN_2016,,3,9.364317181,0.093643172,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2004,15.38726845,,ISL_2004,,3,19.22546311,0.192254631,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2005,18.40038543,,ISL_2005,,3,13.19922915,0.131992292,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2006,18.79996162,,ISL_2006,,3,12.40007676,0.124000768,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2007,17.05483491,,ISL_2007,,3,15.89033019,0.158903302,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2008,18.33572034,,ISL_2008,,3,13.32855933,0.133285593,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2009,17.01109361,,ISL_2009,,3,15.97781278,0.159778128,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2010,17.8426082,,ISL_2010,,3,14.31478361,0.143147836,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2011,17.9600936,,ISL_2011,,3,14.07981281,0.140798128,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2013,17.73626818,,ISL_2013,,3,14.52746364,0.145274636,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2014,18.20325527,,ISL_2014,,3,13.59348947,0.135934895,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2015,20.03429847,,ISL_2015,,3,9.931403069,0.099314031,,
ISL,WAGEGAP,EMPLOYEE,PC,A,2016,19.22827684,,ISL_2016,,3,11.54344632,0.115434463,,
IRL,WAGEGAP,EMPLOYEE,PC,A,2002,16.40093157,,IRL_2002,,3,17.19813687,0.171981369,,
IRL,WAGEGAP,EMPLOYEE,PC,A,2006,15.70688605,,IRL_2006,,3,18.58622791,0.185862279,,
IRL,WAGEGAP,EMPLOYEE,PC,A,2010,17.82706767,,IRL_2010,,3,14.34586466,0.143458647,,
IRL,WAGEGAP,EMPLOYEE,PC,A,2014,19.6969697,,IRL_2014,,3,10.60606061,0.106060606,,
ITA,WAGEGAP,EMPLOYEE,PC,A,1986,16.37931035,,ITA_1986,,3,17.24137931,0.172413793,,
ITA,WAGEGAP,EMPLOYEE,PC,A,1987,17.1875,,ITA_1987,,3,15.625,0.15625,,
ITA,WAGEGAP,EMPLOYEE,PC,A,1989,19.44444445,,ITA_1989,,3,11.11111111,0.111111111,,
ITA,WAGEGAP,EMPLOYEE,PC,A,1991,20,,ITA_1991,,3,10,0.1,,
ITA,WAGEGAP,EMPLOYEE,PC,A,1993,19.24778761,,ITA_1993,,3,11.50442478,0.115044248,,
ITA,WAGEGAP,EMPLOYEE,PC,A,1995,17.70833333,,ITA_1995,,3,14.58333334,0.145833333,,
ITA,WAGEGAP,EMPLOYEE,PC,A,1998,21.15384616,,ITA_1998,,3,7.692307688,0.076923077,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2000,20.74074074,,ITA_2000,,3,8.518518525,0.085185185,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2002,19.82758621,,ITA_2002,,3,10.34482759,0.103448276,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2004,21.66666667,,ITA_2004,,3,6.666666664,0.066666667,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2006,21.15384615,,ITA_2006,,3,7.692307695,0.076923077,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2008,19.11764706,,ITA_2008,,3,11.76470588,0.117647059,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2010,20.02983226,,ITA_2010,,3,9.940335475,0.099403355,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2012,19.44444445,,ITA_2012,,3,11.11111111,0.111111111,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2014,22.22222222,,ITA_2014,,3,5.555555553,0.055555556,,
ITA,WAGEGAP,EMPLOYEE,PC,A,2016,22.22222222,,ITA_2016,,3,5.555555553,0.055555556,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1975,3.80512091,,JPN_1975,,3,42.38975818,0.423897582,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1976,5.12912482,,JPN_1976,,3,39.74175036,0.397417504,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1977,4.836601305,,JPN_1977,,3,40.32679739,0.403267974,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1978,4.71727105,,JPN_1978,,3,40.5654579,0.405654579,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1979,4.343404995,,JPN_1979,,3,41.31319001,0.4131319,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1980,4.159847245,,JPN_1980,,3,41.68030551,0.416803055,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1981,4.021516395,,JPN_1981,,3,41.95696721,0.419569672,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1982,3.920371275,,JPN_1982,,3,42.15925745,0.421592575,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1983,4.048295455,,JPN_1983,,3,41.90340909,0.419034091,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1984,4.03299725,,JPN_1984,,3,41.9340055,0.419340055,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1985,4.170363795,,JPN_1985,,3,41.65927241,0.416592724,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1986,4.197237805,,JPN_1986,,3,41.60552439,0.416055244,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1987,4.386892175,,JPN_1987,,3,41.22621565,0.412262157,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1988,4.49089404,,JPN_1988,,3,41.01821192,0.410182119,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1989,4.5183121,,JPN_1989,,3,40.9633758,0.409633758,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1990,4.700530705,,JPN_1990,,3,40.59893859,0.405989386,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1991,5.05050505,,JPN_1991,,3,39.8989899,0.398989899,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1992,5.557503505,,JPN_1992,,3,38.88499299,0.38884993,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1993,5.77452668,,JPN_1993,,3,38.45094664,0.384509466,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1994,6.092012135,,JPN_1994,,3,37.81597573,0.378159757,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1995,6.4548495,,JPN_1995,,3,37.090301,0.37090301,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1996,6.5763384,,JPN_1996,,3,36.8473232,0.368473232,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1997,6.739272845,,JPN_1997,,3,36.52145431,0.365214543,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1998,7.3461665,,JPN_1998,,3,35.307667,0.35307667,,
JPN,WAGEGAP,EMPLOYEE,PC,A,1999,7.724580455,,JPN_1999,,3,34.55083909,0.345508391,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2000,8.070348455,,JPN_2000,,3,33.85930309,0.338593031,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2001,8.06766428,,JPN_2001,,3,33.86467144,0.338646714,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2002,8.735138705,,JPN_2002,,3,32.52972259,0.325297226,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2003,9.00132494,,JPN_2003,,3,31.99735012,0.319973501,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2004,9.456304205,,JPN_2004,,3,31.08739159,0.310873916,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2005,8.587280555,,JPN_2005,,3,32.82543889,0.328254389,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2006,8.50958361,,JPN_2006,,3,32.98083278,0.329808328,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2007,9.12883845,,JPN_2007,,3,31.7423231,0.317423231,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2008,9.652801075,,JPN_2008,,3,30.69439785,0.306943979,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2009,10.85753804,,JPN_2009,,3,28.28492393,0.282849239,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2010,10.65784954,,JPN_2010,,3,28.68430093,0.286843009,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2011,11.30231754,,JPN_2011,,3,27.39536493,0.273953649,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2012,11.73822715,,JPN_2012,,3,26.52354571,0.265235457,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2013,11.70621075,,JPN_2013,,3,26.58757851,0.265875785,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2014,12.064505,,JPN_2014,,3,25.87099,0.2587099,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2015,12.13410484,,JPN_2015,,3,25.73179033,0.257317903,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2016,12.69935528,,JPN_2016,,3,24.60128945,0.246012895,,
JPN,WAGEGAP,EMPLOYEE,PC,A,2017,12.74095367,,JPN_2017,,3,24.51809266,0.245180927,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1985,-1.388117755,,KOR_1985,,3,52.77623551,0.527762355,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1992,1.51725641,,KOR_1992,,3,46.96548718,0.469654872,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1993,1.369841105,,KOR_1993,,3,47.26031779,0.472603178,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1994,2.24681184,,KOR_1994,,3,45.50637632,0.455063763,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1995,2.90889706,,KOR_1995,,3,44.18220588,0.441822059,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1996,3.358610215,,KOR_1996,,3,43.28277957,0.432827796,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1997,3.892257105,,KOR_1997,,3,42.21548579,0.422154858,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1998,3.989079015,,KOR_1998,,3,42.02184197,0.42021842,,
KOR,WAGEGAP,EMPLOYEE,PC,A,1999,4.098300945,,KOR_1999,,3,41.80339811,0.418033981,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2000,4.17282378,,KOR_2000,,3,41.65435244,0.416543524,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2001,4.791929755,,KOR_2001,,3,40.41614049,0.404161405,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2002,4.485743605,,KOR_2002,,3,41.02851279,0.410285128,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2003,4.958422685,,KOR_2003,,3,40.08315463,0.400831546,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2004,5.188225875,,KOR_2004,,3,39.62354825,0.396235483,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2005,5.19168382,,KOR_2005,,3,39.61663236,0.396166324,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2006,5.112927845,,KOR_2006,,3,39.77414431,0.397741443,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2007,5.91896786,,KOR_2007,,3,38.16206428,0.381620643,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2008,5.481279135,,KOR_2008,,3,39.03744173,0.390374417,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2009,5.69265865,,KOR_2009,,3,38.6146827,0.386146827,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2010,5.19707133,,KOR_2010,,3,39.60585734,0.396058573,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2011,6.71788525,,KOR_2011,,3,36.5642295,0.365642295,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2012,6.850735015,,KOR_2012,,3,36.29852997,0.3629853,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2013,6.700182815,,KOR_2013,,3,36.59963437,0.365996344,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2014,6.67341193,,KOR_2014,,3,36.65317614,0.366531761,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2015,6.411859125,,KOR_2015,,3,37.17628175,0.371762818,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2016,6.666666665,,KOR_2016,,3,36.66666667,0.366666667,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2017,7.69130872,,KOR_2017,,3,34.61738256,0.346173826,,
KOR,WAGEGAP,EMPLOYEE,PC,A,2018,7.946344525,,KOR_2018,,3,34.10731095,0.34107311,,
LUX,WAGEGAP,EMPLOYEE,PC,A,2002,17.45573518,,LUX_2002,,3,15.08852964,0.150885296,,
LUX,WAGEGAP,EMPLOYEE,PC,A,2006,21.16596639,,LUX_2006,,3,7.668067227,0.076680672,,
LUX,WAGEGAP,EMPLOYEE,PC,A,2010,22.70391779,,LUX_2010,,3,4.592164419,0.045921644,,
LUX,WAGEGAP,EMPLOYEE,PC,A,2014,23.29854161,,LUX_2014,,3,3.402916786,0.034029168,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2005,16.66666667,,MEX_2005,,3,16.66666667,0.166666667,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2006,15.69767442,,MEX_2006,,3,18.60465116,0.186046512,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2007,18.75,,MEX_2007,,3,12.5,0.125,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2008,13.88888889,,MEX_2008,,3,22.22222222,0.222222222,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2009,16.66666667,,MEX_2009,,3,16.66666667,0.166666667,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2010,19.18604651,,MEX_2010,,3,11.62790698,0.11627907,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2011,20,,MEX_2011,,3,10,0.1,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2012,18.22222222,,MEX_2012,,3,13.55555556,0.135555556,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2013,17.2832981,,MEX_2013,,3,15.43340381,0.154334038,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2014,15.85,,MEX_2014,,3,18.3,0.183,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2015,16.66666667,,MEX_2015,,3,16.66666667,0.166666667,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2016,16.75387597,,MEX_2016,,3,16.49224806,0.164922481,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2017,19.44444445,,MEX_2017,,3,11.11111111,0.111111111,,
MEX,WAGEGAP,EMPLOYEE,PC,A,2018,18,,MEX_2018,,3,14,0.14,,
NLD,WAGEGAP,EMPLOYEE,PC,A,2002,16.97480699,,NLD_2002,,3,16.05038602,0.16050386,,
NLD,WAGEGAP,EMPLOYEE,PC,A,2006,16.99596774,,NLD_2006,,3,16.00806452,0.160080645,,
NLD,WAGEGAP,EMPLOYEE,PC,A,2010,16.05542649,,NLD_2010,,3,17.88914703,0.17889147,,
NLD,WAGEGAP,EMPLOYEE,PC,A,2014,17.94265911,,NLD_2014,,3,14.11468179,0.141146818,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1984,14.262674,,NZL_1984,,3,21.474652,0.21474652,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1986,13.49250063,,NZL_1986,,3,23.01499874,0.230149987,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1988,14.85538313,,NZL_1988,,3,20.28923374,0.202892337,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1990,16.44443824,,NZL_1990,,3,17.11112352,0.171111235,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1992,17.21421765,,NZL_1992,,3,15.57156471,0.155715647,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1994,18.34878378,,NZL_1994,,3,13.30243244,0.133024324,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1995,18.15858507,,NZL_1995,,3,13.68282986,0.136828299,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1996,14.80255701,,NZL_1996,,3,20.39488599,0.20394886,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1997,18.64525142,,NZL_1997,,3,12.70949716,0.127094972,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1998,19.3,,NZL_1998,,3,11.4,0.114,,
NZL,WAGEGAP,EMPLOYEE,PC,A,1999,20.83333333,,NZL_1999,,3,8.333333333,0.083333333,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2000,21.41672196,,NZL_2000,,3,7.166556072,0.071665561,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2001,20.97186701,,NZL_2001,,3,8.056265985,0.08056266,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2002,21.34375,,NZL_2002,,3,7.3125,0.073125,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2003,21.15384615,,NZL_2003,,3,7.692307692,0.076923077,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2004,20.9616502,,NZL_2004,,3,8.076699593,0.080766996,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2005,20.19444444,,NZL_2005,,3,9.611111111,0.096111111,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2006,20.33333333,,NZL_2006,,3,9.333333333,0.093333333,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2007,21.42857143,,NZL_2007,,3,7.142857143,0.071428571,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2008,20.97315436,,NZL_2008,,3,8.053691275,0.080536913,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2009,20.62043796,,NZL_2009,,3,8.759124088,0.087591241,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2010,21.49438202,,NZL_2010,,3,7.011235955,0.07011236,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2011,22.73333333,,NZL_2011,,3,4.533333333,0.045333333,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2012,22.04604692,,NZL_2012,,3,5.907906169,0.059079062,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2013,21.70283806,,NZL_2013,,3,6.594323873,0.065943239,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2014,21.95833333,,NZL_2014,,3,6.083333333,0.060833333,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2015,21.04,,NZL_2015,,3,7.92,0.0792,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2016,21.11538462,,NZL_2016,,3,7.769230769,0.077692308,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2017,21.42458101,,NZL_2017,,3,7.150837989,0.07150838,,
NZL,WAGEGAP,EMPLOYEE,PC,A,2018,21.06515373,,NZL_2018,,3,7.869692533,0.078696925,,
NOR,WAGEGAP,EMPLOYEE,PC,A,1997,19.96676416,,NOR_1997,,3,10.06647168,0.100664717,,
NOR,WAGEGAP,EMPLOYEE,PC,A,1998,19.95982649,,NOR_1998,,3,10.08034702,0.10080347,,
NOR,WAGEGAP,EMPLOYEE,PC,A,1999,19.92963773,,NOR_1999,,3,10.14072454,0.101407245,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2000,19.90572879,,NOR_2000,,3,10.18854242,0.101885424,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2001,19.62856646,,NOR_2001,,3,10.74286708,0.107428671,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2002,19.65906304,,NOR_2002,,3,10.68187393,0.106818739,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2003,19.89414942,,NOR_2003,,3,10.21170116,0.102117012,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2004,20.14710401,,NOR_2004,,3,9.70579198,0.09705792,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2005,20.30574198,,NOR_2005,,3,9.388516033,0.09388516,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2006,20.41878263,,NOR_2006,,3,9.162434733,0.091624347,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2007,20.08442587,,NOR_2007,,3,9.831148259,0.098311483,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2008,20.38216561,,NOR_2008,,3,9.23566879,0.092356688,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2009,20.66563468,,NOR_2009,,3,8.66873065,0.086687307,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2010,20.97014925,,NOR_2010,,3,8.059701493,0.080597015,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2011,21.10951009,,NOR_2011,,3,7.780979827,0.077809798,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2012,21.79665738,,NOR_2012,,3,6.406685237,0.064066852,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2013,21.49595687,,NOR_2013,,3,7.008086253,0.070080863,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2014,21.85863874,,NOR_2014,,3,6.282722513,0.062827225,,
NOR,WAGEGAP,EMPLOYEE,PC,A,2015,21.43765903,,NOR_2015,,3,7.124681934,0.071246819,,
POL,WAGEGAP,EMPLOYEE,PC,A,1991,14.92559141,,POL_1991,,3,20.14881718,0.201488172,,
POL,WAGEGAP,EMPLOYEE,PC,A,1992,16.37614747,,POL_1992,,3,17.24770506,0.172477051,,
POL,WAGEGAP,EMPLOYEE,PC,A,1993,14.98566588,,POL_1993,,3,20.02866825,0.200286683,,
POL,WAGEGAP,EMPLOYEE,PC,A,1994,15.57302801,,POL_1994,,3,18.85394398,0.18853944,,
POL,WAGEGAP,EMPLOYEE,PC,A,1995,14.94769324,,POL_1995,,3,20.10461352,0.201046135,,
POL,WAGEGAP,EMPLOYEE,PC,A,1996,14.76715244,,POL_1996,,3,20.46569513,0.204656951,,
POL,WAGEGAP,EMPLOYEE,PC,A,1997,15.71561424,,POL_1997,,3,18.56877152,0.185687715,,
